year,district,month,Outbreak status,date,PCODE,month_num,sin_month,cos_month,monsoon_phase_First_Inter_Monsoon,monsoon_phase_SW_Monsoon,monsoon_phase_Second_Inter_Monsoon,monsoon_phase_NE_Monsoon,rainfall_mm,r3h,rfq,rain_lag1,rain_lag2,rfq_lag1,lat,lon,humidity,wind_speed,temp_lag1,humidity_lag1,wind_lag1,buffalo_density,livestock_density,nino34,nino34_lag3,iod_dmi,iod_dmi_lag2,neighbor_outbreak_lag1,neighbor_outbreak_count_lag1,neighbor_outbreak_fraction_lag1,neighbor_outbreak_lag2,Cases,Deaths,severity_score,severity_class
2020,Nuwara Eliya,February,0,2/1/2020,LK23,2,0.8660254037844386,0.5000000000000001,0,0,0,1,20.7586209999999,493.000013333333,29.5319219999999,48.551724,300.27587,41.73784,6.9497,80.7891,86.24,2.09,21.75,87.89,1.98,1.2256544203985305,20.25315075828916,27.12,27.22,0.054,0.243,0.0,0,0.0,0.0,0,0,0.0,NONE
2020,Polonnaruwa,February,0,2/1/2020,LK72,2,0.8660254037844386,0.5000000000000001,0,0,0,1,13.577586,697.615016666666,32.724601,18.0172423,466.801749999999,17.8526623333333,7.9403,81.0188,81.69,3.02,25.59,83.55,2.78,6.923311455305233,20.9779904387718,27.12,27.22,0.054,0.243,0.0,0,0.0,0.0,108,0,113.0,MEDIUM
2020,Puttalam,February,0,2/1/2020,LK62,2,0.8660254037844386,0.5000000000000001,0,0,0,1,10.4579434999999,280.672906666666,46.026069,17.1775703,172.588781999999,41.9136986666666,8.0362,79.8283,77.25,4.09,25.61,82.73,3.74,2.430096250591856,21.21059903231534,27.12,27.22,0.054,0.243,0.0,0,0.0,0.0,0,0,0.0,NONE
2020,Ratnapura,February,0,2/1/2020,LK91,2,0.8660254037844386,0.5000000000000001,0,0,0,1,33.3055559999999,432.577143333333,35.5437743333333,69.944444,224.7037,55.0809276666666,6.6828,80.3992,83.56,1.78,24.24,85.6,1.71,3.0288345749313765,7.386705965609163,27.12,27.22,0.054,0.243,0.0,0,0.0,0.0,34,0,39.0,LOW
2020,Trincomalee,February,0,2/1/2020,LK53,2,0.8660254037844386,0.5000000000000001,0,0,0,1,22.5903612,699.530096666666,60.859834,17.4096382,458.614458,18.2722003333333,8.5874,81.2152,76.43,4.29,26.56,78.07,3.93,13.35024642944336,29.77503204345703,27.12,27.22,0.054,0.243,0.0,0,0.0,0.0,88,0,93.0,MEDIUM
2020,Vavuniya,February,0,2/1/2020,LK44,2,0.8660254037844386,0.5000000000000001,0,0,0,1,12.4705882,559.90976,56.4241723333333,18.7058824,361.470589999999,27.8344586666666,8.7514,80.4971,77.54,3.3,25.44,82.15,2.94,3.467069289263557,26.295294817756204,27.12,27.22,0.054,0.243,0.0,0,0.0,0.0,1180,0,1195.0,HIGH
2020,Ampara,March,0,3/1/2020,LK52,3,1.0,6.123233995736766e-17,1,0,0,0,16.9047622999999,167.93197,34.9061053333333,27.013605,53.6666653,28.383746,7.2913,81.6722,74.01,3.11,26.84,78.01,4.23,4.504979451497396,18.39818587957644,27.76,27.12,0.019,0.173,0.0,0,0.0,0.0,360,0,375.0,MEDIUM
2020,Anuradhapura,March,0,3/1/2020,LK71,3,1.0,6.123233995736766e-17,1,0,0,0,13.5319148,92.7092156666666,35.6647583333333,13.5999999,15.3063827,51.46725,8.3114,80.4037,68.99,2.35,25.13,80.49,2.62,3.500759708180147,15.20072093290441,27.76,27.12,0.019,0.173,0.0,0,0.0,0.0,228,0,243.0,MEDIUM
2020,Badulla,March,0,3/1/2020,LK81,3,1.0,6.123233995736766e-17,1,0,0,0,36.61702,193.49645,40.1010586666666,21.3936167,63.393616,30.0951266666666,6.9934,81.055,79.11,1.52,23.05,87.84,2.18,1.7607388496398926,15.47139024734497,27.76,27.12,0.019,0.173,0.0,0,0.0,0.0,15,0,20.0,LOW
2020,Batticaloa,March,0,3/1/2020,LK51,3,1.0,6.123233995736766e-17,1,0,0,0,11.5365857,121.674796666666,36.3572156666666,15.9756102,23.0731707,27.3106193333333,7.717,81.7,74.01,3.11,26.84,78.01,4.23,15.223952720905173,52.0506802262931,27.76,27.12,0.019,0.173,0.0,0,0.0,0.0,304,0,309.0,MEDIUM
